4576076,874464,1488
4588843,860907,1784
4588843,889204,512
4588843,890349,931
4599986,872185,1442
4599986,876694,1924
4682160,789196,1573
4682160,956976,716
4730736,740886,1223
4730736,841452,682
4748649,758459,1850
4748649,761077,775
4748649,762068,965
4773235,733120,1477
4862201,644397,1021
4862201,824270,738
4862201,826161,759
4937332,719108,1730
4937332,722519,1838
5033208,815277,1269
5033208,817801,954
5075143,857035,1427
5075143,860884,1763
5120243,811246,1482
5120243,904701,757
5120243,906306,919
5177001,867744,1753
5261528,782387,1609
5261528,954949,817
5261528,956602,1074
5341235,702625,1703
5341235,866661,998
5438934,800422,1418
5438934,802664,998
5525100,886736,1240
5525100,889698,1026
5579154,831729,1941
5579154,943104,724
5579154,943884,712
5655641,755639,1203
5681452,729743,1544
5681452,783313,720
5681452,785101,619
5703457,751393,1628
5703457,754661,1832
5744565,709758,1363
5744565,794627,629
5780928,673036,1822
5780928,749856,1713
5805005,697159,1672
5805005,699814,687
5805005,701022,1954
5892893,784896,1650
5982939,693920,1608
5982939,877052,512
5982939,878481,1605
5995727,681399,1642
5995727,710565,1981
6090754,586273,1434
6090754,778211,566
6190631,685943,1787
6190631,690379,1071
6202198,697823,1545
6202198,700329,947
6202198,701279,685
6221010,716767,1121
6298264,638764,1668
6298264,795628,768
6298264,797902,1355
6373374,713975,1240
6373374,717353,830
6452925,633498,1579
6452925,796052,642
6465231,646124,1526
6465231,649558,1719
6563355,744144,1602
6563355,746660,692
6563355,748229,1397
6619390,799927,1875
6645690,772667,1897
6645690,828872,796
6645690,829612,1607
6673563,745229,1504
6673563,804412,773
6771929,646730,1650
6771929,845287,531
6847305,722003,1430
6847305,726266,644
6888505,763016,1620
6888505,764967,687
6888505,766256,1361
6987825,862546,1594
7014549,835261,1125
7014549,891972,762
7014549,893838,1808
7090483,911091,1504
7090483,914828,1179
7173423,993756,1563
7173423,996475,719
7212363,954108,1644
7212363,1036671,1052
7268561,897759,1750
7268561,1012605,771
7268561,1014176,1914
7353496,982682,1558
7429343,1058640,1268
7429343,1060773,973
7429343,1062858,608
7524562,962696,1293
7524562,1156942,1488
7621382,1059684,1219
7621382,1061302,725
7700412,980075,1419
7700412,1142873,671
7715752,995307,1675
7715752,997947,523
7715752,998553,1267
7744183,1023662,1466
7804690,1084286,1424
7804690,1086394,758
7804690,1087953,1615
7872519,1015903,1491
7872519,1155634,604
7952710,1096128,1176
7952710,1098060,918
7971212,1114221,1869
7971212,1118143,1889
7995465,1089049,1496
7995465,1140475,765
7995465,1142827,1107
8051900,1031534,2921
